user_id,timestamp,hours_slept,sleep_quality,energy_level,mood
CwjhikXU,1388534400000,11,0,3,8
CwjhikXU,1388620800000,10,9,8,9
CwjhikXU,1388707200000,8,6,1,8
CwjhikXU,1388793600000,10,6,5,1
CwjhikXU,1388880000000,6,4,2,0
CwjhikXU,1388966400000,5,5,7,3
CwjhikXU,1389052800000,4,6,1,4
CwjhikXU,1389139200000,4,6,8,1
CwjhikXU,1389225600000,9,4,8,6
CwjhikXU,1389312000000,9,5,3,5
CwjhikXU,1389398400000,11,4,8,6
CwjhikXU,1389484800000,5,1,5,0
CwjhikXU,1389571200000,4,1,9,7
CwjhikXU,1389657600000,7,8,7,1
CwjhikXU,1389744000000,4,6,4,6
CwjhikXU,1389830400000,6,4,7,7
CwjhikXU,1389916800000,7,8,3,1
CwjhikXU,1390003200000,7,7,1,2
CwjhikXU,1390089600000,8,2,8,4
CwjhikXU,1390176000000,6,7,2,4
CwjhikXU,1390262400000,9,9,5,0
CwjhikXU,1390348800000,6,0,2,5
CwjhikXU,1390435200000,8,0,6,9
CwjhikXU,1390521600000,11,7,9,8
CwjhikXU,1390608000000,10,6,3,1
CwjhikXU,1390694400000,9,3,7,0
CwjhikXU,1390780800000,5,7,7,6
CwjhikXU,1390867200000,7,4,3,1
CwjhikXU,1390953600000,7,0,6,4
CwjhikXU,1391040000000,11,8,2,0
CwjhikXU,1391126400000,4,0,2,7
CwjhikXU,1391212800000,5,8,4,6
CwjhikXU,1391299200000,4,1,9,4
CwjhikXU,1391385600000,4,1,8,7
CwjhikXU,1391472000000,9,2,2,0
CwjhikXU,1391558400000,8,6,8,3
CwjhikXU,1391644800000,4,9,7,1
CwjhikXU,1391731200000,11,1,1,0
CwjhikXU,1391817600000,7,0,4,9
CwjhikXU,1391904000000,5,8,7,1
CwjhikXU,1391990400000,9,6,6,2
CwjhikXU,1392076800000,8,6,3,2
CwjhikXU,1392163200000,10,0,2,9
CwjhikXU,1392249600000,4,2,5,5
CwjhikXU,1392336000000,9,1,5,7
CwjhikXU,1392422400000,8,2,2,6
CwjhikXU,1392508800000,11,9,6,4
CwjhikXU,1392595200000,9,1,4,0
CwjhikXU,1392681600000,6,0,4,1
CwjhikXU,1392768000000,7,4,8,7
CwjhikXU,1392854400000,11,0,4,3
CwjhikXU,1392940800000,6,8,9,9
CwjhikXU,1393027200000,8,6,0,7
CwjhikXU,1393113600000,11,5,5,3
CwjhikXU,1393200000000,8,6,3,3
CwjhikXU,1393286400000,7,0,5,7
CwjhikXU,1393372800000,10,9,2,8
CwjhikXU,1393459200000,10,6,3,3
CwjhikXU,1393545600000,8,5,2,0
